Date,RoR
2023-10-09,-0.018853695324283604
2023-10-10,-0.000768639508070601
2023-10-11,0.06153846153846154
2023-10-12,-0.05362318840579727
2023-10-13,-0.003828483920367498
2023-10-16,0.008455034588777943
2023-10-17,0.0480182926829269
2023-10-18,0.0181818181818183
2023-10-19,-0.04500000000000004
2023-10-20,0.11518324607329844
2023-10-23,-0.06103286384976525
2023-10-24,0.0
2023-10-25,-0.04928571428571438
2023-10-26,0.05860255447032303
2023-10-27,0.03548616039744501
2023-10-30,-0.039753255654557895
2023-10-31,-0.035688793718772316
2023-11-01,0.012583271650629113
2023-11-02,-0.013157894736842035
2023-11-03,0.0
2023-11-06,0.013333333333333197
2023-11-07,-0.005847953216374213
2023-11-08,-0.006617647058823617
2023-11-09,-0.031828275351591384
2023-11-10,0.032874617737002954
2023-11-13,0.00888230940044421
2023-11-14,0.006603081438004255
2023-11-15,0.019679300291545188
2023-11-16,0.022158684774839177
2023-11-17,-0.009090909090909038
2023-11-20,-0.011997177134791648
